Ax,Ay,Az,Gx,Gy,Gz,Label
0.338,0.303,1.099,3.931,-5.969,22.389,Yaw
0.211,0.167,1.064,0.656,-12.336,122.160,Yaw
0.199,0.102,1.096,21.710,-26.359,229.916,Yaw
0.264,0.005,1.023,34.473,7.176,250.130,Yaw
0.145,-0.010,1.028,43.160,-4.901,250.130,Yaw
0.144,-0.117,0.940,87.794,-17.756,250.130,Yaw
0.054,0.109,1.032,90.618,7.076,250.130,Yaw
0.094,0.217,1.030,10.580,37.260,250.130,Yaw
0.180,0.099,0.960,-3.687,68.824,250.130,Yaw
0.239,0.024,1.048,-13.687,108.763,250.130,Yaw
0.150,-0.107,0.967,11.817,26.779,171.092,Yaw
0.100,-0.110,1.029,30.328,-2.649,41.000,Yaw
0.148,-0.057,1.028,41.618,2.580,-67.092,Yaw
0.134,-0.109,0.955,40.122,-4.412,-179.832,Yaw
0.146,0.049,1.013,16.191,0.130,-250.137,Yaw
0.056,0.149,0.977,-15.374,-27.649,-250.137,Yaw
0.059,0.152,1.006,-52.076,-49.496,-250.137,Yaw
0.023,0.160,1.025,-68.893,-8.191,-250.137,Yaw
-0.031,0.077,1.028,-67.511,-2.023,-250.137,Yaw
0.086,0.003,0.913,-73.794,-24.580,-250.137,Yaw
0.185,-0.080,0.777,-70.504,20.015,-250.137,Yaw
0.529,0.003,1.000,-88.511,31.855,-250.137,Yaw
0.273,0.089,0.990,-51.809,2.069,-78.107,Yaw
0.156,0.012,1.104,-0.015,-37.382,26.504,Yaw
0.261,0.009,0.991,34.298,-32.183,138.656,Yaw
0.254,-0.010,1.031,60.115,-33.023,250.130,Yaw
0.179,-0.108,1.004,92.954,-38.099,250.130,Yaw
0.174,-0.153,1.033,121.901,-46.366,250.130,Yaw
0.085,-0.107,1.018,147.763,-24.321,250.130,Yaw
0.104,0.111,1.057,112.977,7.489,250.130,Yaw
0.095,0.177,1.025,21.542,41.092,250.130,Yaw
0.103,0.102,1.004,-11.084,47.191,250.130,Yaw
0.259,-0.043,1.060,-18.687,60.740,250.130,Yaw
0.068,-0.065,1.005,5.924,4.641,202.519,Yaw
0.224,-0.165,0.971,33.031,-10.366,53.107,Yaw
0.201,-0.108,0.968,51.359,10.840,-60.611,Yaw
0.116,-0.067,0.951,77.618,-4.916,-153.634,Yaw
0.188,0.024,0.990,67.611,5.855,-250.137,Yaw
0.111,0.145,1.013,30.687,-7.725,-250.137,Yaw
0.085,0.207,1.002,-0.351,-28.420,-250.137,Yaw
-0.004,0.258,1.004,-23.176,-38.336,-250.137,Yaw
0.036,0.257,0.980,-12.939,-65.695,-250.137,Yaw
-0.023,0.265,1.066,-56.893,-101.565,-250.137,Yaw
0.108,0.101,0.891,-83.344,-99.374,-250.137,Yaw
0.221,-0.083,0.833,-53.252,-29.756,-250.137,Yaw
0.360,0.122,0.917,-58.718,4.985,-250.137,Yaw
0.362,0.301,0.950,-72.160,6.412,-81.046,Yaw
0.148,0.273,1.050,-45.611,5.573,21.992,Yaw
0.095,0.176,1.014,-35.779,-18.595,97.748,Yaw
0.060,-0.020,0.981,-7.565,-17.489,174.863,Yaw
0.163,-0.043,1.015,24.206,7.557,250.130,Yaw
0.067,-0.062,1.052,23.947,-14.191,250.130,Yaw
0.103,-0.078,1.012,20.031,-30.168,250.130,Yaw
0.100,-0.094,1.049,59.305,-15.107,250.130,Yaw
0.046,0.005,0.962,59.206,-17.580,250.130,Yaw
0.084,0.059,0.901,56.214,-21.221,250.130,Yaw
0.184,0.102,0.979,20.519,6.817,250.130,Yaw
0.261,-0.106,1.070,-22.382,66.221,250.130,Yaw
0.219,-0.156,0.944,-2.702,13.176,175.542,Yaw
0.192,-0.130,1.009,-5.153,1.244,23.908,Yaw
0.048,-0.158,1.032,-0.267,-0.321,-62.450,Yaw
0.066,-0.208,0.979,35.679,-12.664,-146.298,Yaw
0.156,-0.175,0.975,43.504,10.542,-250.137,Yaw
0.031,-0.027,1.004,26.550,14.954,-250.137,Yaw
-0.006,0.020,1.020,12.855,-13.336,-250.137,Yaw
0.012,0.098,0.986,12.221,-8.794,-250.137,Yaw
0.003,0.160,1.026,-2.763,-10.076,-250.137,Yaw
-0.054,0.201,1.022,-30.496,-41.809,-250.137,Yaw
0.072,0.046,0.963,-46.076,-65.511,-250.137,Yaw
0.147,-0.121,0.865,-41.122,-10.351,-250.137,Yaw
0.281,0.010,0.969,-24.382,47.901,-250.137,Yaw
0.420,0.301,1.004,-54.557,22.237,-138.595,Yaw
0.217,0.423,1.145,-40.947,2.519,1.740,Yaw
0.111,0.210,1.106,-33.260,-31.389,125.153,Yaw
0.109,-0.015,1.028,-1.718,-25.244,232.115,Yaw
0.078,-0.033,1.062,13.687,-4.557,250.130,Yaw
0.026,-0.075,1.069,25.344,-48.290,250.130,Yaw
0.105,-0.083,0.997,44.374,-64.779,250.130,Yaw
0.068,-0.037,0.985,69.405,-29.267,250.130,Yaw
0.060,-0.032,0.929,59.947,-10.672,250.130,Yaw
0.125,0.026,0.923,39.832,-1.160,250.130,Yaw
0.205,0.061,0.988,-13.573,35.115,250.130,Yaw
0.055,-0.094,0.949,3.099,6.908,250.130,Yaw
0.212,-0.206,0.976,6.634,-15.664,134.252,Yaw
0.217,-0.183,1.000,19.115,7.924,-14.420,Yaw
0.036,-0.142,1.019,35.901,-0.092,-105.344,Yaw
0.146,-0.165,0.953,54.565,1.679,-219.389,Yaw
0.069,-0.036,0.988,38.611,22.710,-250.137,Yaw
0.008,0.047,0.970,25.908,6.947,-250.137,Yaw
-0.008,0.132,0.965,15.595,1.695,-250.137,Yaw
-0.054,0.184,1.029,6.885,-7.863,-250.137,Yaw
-0.066,0.263,1.049,-29.229,-50.382,-250.137,Yaw
0.052,0.125,0.957,-60.412,-86.664,-250.137,Yaw
0.168,-0.175,0.930,-67.267,-24.695,-250.137,Yaw
0.283,0.092,1.027,-57.885,40.405,-250.137,Yaw
0.385,0.173,1.070,-91.550,29.122,-121.443,Yaw
0.229,0.352,1.146,-70.588,13.817,23.115,Yaw
0.025,0.051,1.038,-21.298,-43.924,118.229,Yaw
0.156,-0.010,0.995,18.626,-18.840,249.168,Yaw
0.034,-0.086,1.040,43.359,-25.779,250.130,Yaw
-0.082,-0.102,1.056,53.374,-74.542,250.130,Yaw
0.055,-0.085,1.015,39.137,-68.794,250.130,Yaw
0.030,-0.056,1.045,27.672,-31.061,250.130,Yaw
0.036,-0.043,1.024,24.618,-30.389,250.130,Yaw
0.086,-0.022,0.955,30.710,-23.947,250.130,Yaw
0.345,-0.051,0.965,13.198,39.527,250.130,Yaw
0.112,-0.134,0.888,28.740,7.466,211.534,Yaw
0.185,-0.168,0.938,39.023,-20.412,95.481,Yaw
0.204,-0.190,0.994,34.580,3.076,-48.534,Yaw
0.106,-0.083,1.021,28.389,1.962,-162.542,Yaw
0.146,-0.068,0.938,11.351,6.160,-250.137,Yaw
0.102,0.037,1.003,-18.634,6.412,-250.137,Yaw
0.019,0.070,1.020,-35.779,16.191,-250.137,Yaw
-0.081,-0.027,1.011,-23.763,-3.740,-250.137,Yaw
-0.072,-0.001,0.981,-6.992,-34.328,-250.137,Yaw
0.095,-0.058,0.892,-7.031,-22.618,-250.137,Yaw
0.134,0.074,0.992,1.168,22.313,-250.137,Yaw
0.147,0.148,0.980,-14.969,18.977,-250.137,Yaw
0.258,0.206,0.955,-36.542,13.427,-158.954,Yaw
0.073,0.320,1.050,-23.985,-11.298,-63.382,Yaw
0.125,0.206,1.115,-19.710,1.626,41.557,Yaw
0.093,0.121,1.094,-4.389,-21.756,110.160,Yaw
0.150,0.093,1.109,-3.412,-5.939,213.321,Yaw
0.080,0.062,1.101,-25.573,-7.473,250.130,Yaw
0.050,-0.007,1.020,-19.435,-23.702,250.130,Yaw
0.068,-0.100,0.974,-10.718,-33.107,250.130,Yaw
0.078,-0.134,0.957,11.908,-31.115,250.130,Yaw
-0.009,-0.095,0.958,35.885,-32.740,250.130,Yaw
0.075,-0.061,0.950,50.489,-41.824,250.130,Yaw
0.115,-0.040,0.944,28.458,-15.794,250.130,Yaw
0.249,-0.047,1.044,10.252,37.000,250.130,Yaw
0.094,-0.160,1.017,33.771,13.969,161.092,Yaw
0.121,-0.220,0.992,52.450,-10.206,25.687,Yaw
0.100,-0.139,1.007,50.023,8.908,-86.832,Yaw
0.147,-0.146,1.027,40.748,25.450,-204.489,Yaw
0.056,-0.026,1.009,23.710,34.649,-250.137,Yaw
-0.009,0.032,1.047,14.565,43.756,-250.137,Yaw
-0.085,0.038,1.001,4.389,22.725,-250.137,Yaw
-0.199,0.065,0.999,0.008,-35.618,-250.137,Yaw
-0.055,0.040,1.027,-6.855,-91.282,-250.137,Yaw
0.079,-0.132,0.881,-8.305,-63.626,-250.137,Yaw
0.163,0.101,0.985,-8.595,3.878,-250.137,Yaw
0.293,0.115,1.025,-35.313,-16.115,-201.931,Yaw
0.262,0.310,1.009,-22.519,-11.130,-29.130,Yaw
0.076,0.094,0.992,-8.313,-34.023,51.153,Yaw
0.111,0.125,1.032,1.718,-30.473,115.328,Yaw
0.191,0.056,0.990,4.931,-13.634,225.969,Yaw
0.148,0.015,0.989,7.176,3.878,250.130,Yaw
0.065,-0.103,0.962,15.046,-4.191,250.130,Yaw
-0.026,-0.142,0.970,64.321,-28.031,250.130,Yaw
-0.020,-0.007,0.990,78.489,-35.824,250.130,Yaw
0.073,0.145,0.952,32.069,6.916,250.130,Yaw
0.119,0.110,1.019,-20.794,48.458,250.130,Yaw
0.009,-0.005,1.052,-30.305,84.130,240.931,Yaw
0.127,-0.217,1.034,31.954,10.382,108.672,Yaw
0.168,-0.132,1.017,63.618,6.817,-21.321,Yaw
0.164,-0.088,1.026,69.252,19.206,-145.237,Yaw
0.074,0.038,1.020,39.374,34.107,-250.137,Yaw
-0.068,0.103,1.000,4.641,21.977,-250.137,Yaw
-0.209,0.002,1.047,-10.626,4.046,-250.137,Yaw
-0.149,-0.004,1.053,-7.176,-64.069,-250.137,Yaw
-0.107,0.043,1.066,-41.885,-118.168,-250.137,Yaw
0.132,-0.075,0.986,-48.046,-106.328,-250.137,Yaw
0.261,-0.023,0.943,-26.221,-37.168,-250.137,Yaw
0.286,0.035,0.923,-6.863,14.809,-228.710,Yaw
0.305,0.166,0.874,-16.252,5.565,-72.282,Yaw
0.249,0.125,0.903,7.802,-3.611,9.611,Yaw
0.165,0.101,0.974,15.221,-6.687,83.137,Yaw
0.251,0.046,0.962,16.015,11.702,209.237,Yaw
0.126,-0.039,1.001,19.771,13.603,250.130,Yaw
0.054,-0.025,1.042,27.908,-34.863,250.130,Yaw
0.035,-0.093,1.015,61.198,-61.198,250.130,Yaw
0.022,-0.018,1.030,55.214,-44.053,250.130,Yaw
0.113,0.010,1.030,26.183,-9.771,250.130,Yaw
0.150,-0.003,0.961,29.252,12.038,250.130,Yaw
-0.024,-0.008,0.965,15.962,52.664,250.130,Yaw
0.291,-0.154,1.017,30.969,-28.405,214.939,Yaw
0.269,-0.105,0.979,23.122,-4.603,103.061,Yaw
0.191,-0.135,1.000,16.069,3.076,0.763,Yaw
0.210,-0.130,0.979,21.649,-0.206,-91.771,Yaw
0.206,-0.073,1.024,5.573,5.504,-189.542,Yaw
0.230,-0.036,1.013,-4.733,35.382,-250.137,Yaw
0.108,0.019,1.021,-21.359,52.282,-250.137,Yaw
-0.025,-0.051,1.039,-9.359,64.672,-250.137,Yaw
-0.133,-0.014,1.018,17.000,40.595,-250.137,Yaw
-0.127,0.066,1.037,22.191,-21.977,-250.137,Yaw
-0.022,-0.080,0.909,13.504,-52.763,-250.137,Yaw
0.101,0.118,0.990,-4.534,1.603,-250.137,Yaw
0.254,0.327,0.993,-89.099,-3.534,-228.450,Yaw
0.280,0.277,1.043,-88.763,0.626,-71.977,Yaw
0.181,0.158,1.000,-51.206,-15.740,35.649,Yaw
0.110,0.069,1.024,-25.641,-33.458,134.206,Yaw
0.152,-0.001,0.954,5.924,-30.321,250.130,Yaw
0.052,-0.135,0.994,26.344,-27.603,250.130,Yaw
-0.084,-0.126,1.037,73.038,-79.252,250.130,Yaw
0.092,-0.060,1.027,115.374,-79.725,250.130,Yaw
0.146,0.066,0.957,89.916,-26.481,250.130,Yaw
0.084,0.147,1.041,33.992,11.260,250.130,Yaw
0.145,0.093,1.007,-10.916,24.802,250.130,Yaw
0.071,0.022,1.038,-25.160,77.290,250.130,Yaw
0.211,-0.157,1.040,20.527,-27.481,147.046,Yaw
0.247,-0.152,0.990,39.229,-9.244,23.901,Yaw
0.111,-0.119,0.970,33.595,2.389,-85.481,Yaw
0.109,-0.076,0.956,21.198,-2.481,-168.405,Yaw
0.144,0.067,0.968,-6.298,8.573,-250.137,Yaw
-0.066,0.118,1.004,-25.901,7.840,-250.137,Yaw
0.093,-0.088,1.001,-36.710,5.153,-250.137,Yaw
0.052,-0.026,1.024,-38.282,17.878,-250.137,Yaw
-0.034,0.010,0.999,-56.878,4.305,-250.137,Yaw
0.045,-0.189,0.929,-41.565,5.023,-250.137,Yaw
0.105,-0.161,1.010,-36.840,18.611,-250.137,Yaw
0.151,0.188,1.017,-18.046,5.802,-131.031,Yaw
0.230,0.190,1.069,-9.611,-11.756,-45.290,Yaw
0.232,0.123,1.000,2.206,-29.038,38.962,Yaw
0.141,0.102,1.060,18.924,-24.473,107.344,Yaw
0.156,0.056,1.009,18.328,-33.244,214.542,Yaw
0.126,-0.013,1.032,31.977,4.313,250.130,Yaw
0.018,0.005,1.068,44.076,-11.885,250.130,Yaw
0.088,-0.052,1.051,40.817,-22.221,250.130,Yaw
0.054,-0.053,1.004,61.954,-17.443,250.130,Yaw
0.067,0.068,1.002,45.557,-20.832,250.130,Yaw
0.111,0.057,1.023,2.046,-7.947,250.130,Yaw
0.160,-0.028,0.980,1.779,2.779,250.130,Yaw
0.156,-0.077,0.908,42.649,4.489,246.336,Yaw
0.228,-0.126,0.997,38.092,-19.725,112.519,Yaw
0.246,-0.115,0.983,37.183,-8.000,-19.107,Yaw
0.098,-0.077,0.979,33.534,-9.046,-113.275,Yaw
0.178,-0.023,0.996,5.817,-3.656,-229.527,Yaw
0.157,0.067,1.007,-20.962,8.863,-250.137,Yaw
0.066,0.114,1.005,-60.176,11.069,-250.137,Yaw
-0.050,0.025,1.003,-64.107,-1.847,-250.137,Yaw
-0.012,-0.038,1.042,-33.527,-25.626,-250.137,Yaw
0.087,-0.084,0.946,-27.618,-32.809,-250.137,Yaw
0.197,0.042,0.963,-3.863,10.466,-250.137,Yaw
0.378,0.178,0.918,-41.855,-8.702,-141.824,Yaw
0.244,0.202,0.947,-10.878,0.298,-26.229,Yaw
0.284,0.139,0.942,-1.519,-13.328,27.122,Yaw
0.176,0.112,0.944,6.962,-10.893,94.252,Yaw
0.168,0.066,1.023,0.718,2.221,182.649,Yaw
0.156,0.033,1.085,-6.885,18.573,250.130,Yaw
0.123,0.021,1.109,-2.160,-5.611,250.130,Yaw
0.150,-0.119,1.036,16.000,-8.489,250.130,Yaw
0.051,-0.066,1.012,63.244,-1.771,250.130,Yaw
0.132,0.012,1.054,66.916,3.847,250.130,Yaw
0.133,0.125,1.049,45.824,44.267,250.130,Yaw
0.253,0.044,1.138,10.550,101.244,250.130,Yaw
0.056,0.119,0.967,18.260,10.168,164.107,Yaw
0.117,-0.009,0.994,7.672,-4.710,64.435,Yaw
0.118,-0.099,1.002,20.069,-7.008,-31.588,Yaw
-0.008,-0.027,0.953,33.504,-12.023,-86.573,Yaw
0.099,0.010,0.962,22.321,-23.718,-168.313,Yaw
0.083,0.050,1.031,5.160,-10.969,-250.137,Yaw
0.010,0.159,1.045,-7.328,6.313,-250.137,Yaw
-0.010,0.139,1.079,-26.771,-8.282,-250.137,Yaw
-0.010,0.023,1.058,-54.260,-40.481,-250.137,Yaw
0.013,-0.021,0.981,-93.153,-68.580,-250.137,Yaw
0.107,-0.093,0.886,-74.710,-70.924,-250.137,Yaw
0.208,-0.083,0.865,-36.382,-52.008,-250.137,Yaw
0.284,-0.008,0.962,-20.359,-6.710,-196.336,Yaw
0.317,0.014,0.902,-17.008,8.527,-94.931,Yaw
0.327,0.103,0.911,13.275,-14.183,-18.718,Yaw
0.203,0.082,1.010,20.038,-0.855,39.534,Yaw
0.277,0.002,1.008,36.183,-7.534,93.389,Yaw
0.340,0.071,1.028,34.573,2.817,197.649,Yaw
0.238,0.013,0.985,41.855,1.160,250.130,Yaw
0.177,-0.031,1.010,42.130,3.962,250.130,Yaw
0.166,-0.079,1.022,64.779,11.053,250.130,Yaw
0.080,0.051,1.016,67.191,15.328,250.130,Yaw
0.086,0.083,0.950,28.916,20.802,250.130,Yaw
0.112,0.067,1.004,16.504,38.267,250.130,Yaw
0.053,0.074,1.016,10.008,87.756,209.954,Yaw
0.179,0.018,0.977,36.725,19.595,83.130,Yaw
0.204,-0.050,1.022,47.626,19.672,-10.214,Yaw
0.125,-0.012,1.030,44.275,29.603,-96.481,Yaw
0.102,0.036,1.034,33.260,38.992,-198.336,Yaw
-0.012,0.124,1.019,-5.962,63.298,-250.137,Yaw
-0.083,0.076,0.993,-41.420,40.702,-250.137,Yaw
-0.079,0.147,1.037,-33.015,-26.000,-250.137,Yaw
-0.190,-0.088,0.980,-53.008,-89.382,-250.137,Yaw
0.002,-0.061,0.976,-73.031,-91.939,-250.137,Yaw
0.118,-0.094,0.930,-52.573,-95.008,-250.137,Yaw
0.237,-0.038,0.918,-12.557,-81.321,-250.137,Yaw
0.377,-0.039,0.899,2.626,-38.687,-191.160,Yaw
0.260,0.081,0.907,25.702,-19.496,-85.695,Yaw
0.332,0.134,0.993,21.916,13.802,-11.924,Yaw
0.240,0.089,1.011,20.137,-0.954,38.397,Yaw
0.282,0.038,1.012,24.565,0.504,88.527,Yaw
0.298,0.091,1.020,14.634,31.351,166.542,Yaw
0.262,-0.001,1.091,10.985,33.809,250.130,Yaw
0.198,-0.045,1.042,18.519,13.191,250.130,Yaw
0.159,-0.107,1.000,32.038,5.282,250.130,Yaw
0.116,-0.081,1.022,56.985,0.069,250.130,Yaw
0.083,-0.012,0.984,62.962,-8.145,250.130,Yaw
0.113,0.051,0.965,59.405,-9.817,250.130,Yaw
0.249,0.073,0.988,45.939,21.420,250.130,Yaw
0.224,0.148,0.892,47.588,25.702,190.618,Yaw
0.167,0.014,0.980,20.092,19.107,85.878,Yaw
0.202,-0.107,1.002,36.695,0.450,-5.832,Yaw
0.148,-0.003,0.965,34.412,1.275,-100.260,Yaw
0.123,0.003,0.981,11.794,10.046,-192.069,Yaw
0.121,0.123,1.023,0.649,5.550,-250.137,Yaw
-0.024,0.203,0.970,-36.450,17.244,-250.137,Yaw
-0.065,-0.023,0.996,-51.687,-2.092,-250.137,Yaw
-0.003,0.053,1.006,-36.702,-36.389,-250.137,Yaw
0.025,0.042,0.950,-73.198,-45.908,-250.137,Yaw
0.063,-0.042,0.923,-67.321,-43.870,-250.137,Yaw
0.138,-0.082,0.980,-49.496,-24.985,-250.137,Yaw
0.451,-0.056,0.951,-45.588,-15.664,-192.382,Yaw
0.327,0.054,1.027,-14.504,-1.450,-88.221,Yaw
0.251,0.076,0.988,-11.137,-2.840,-3.939,Yaw
0.250,0.024,1.041,14.405,-16.771,62.641,Yaw
0.283,0.019,1.029,23.282,-4.191,136.145,Yaw
0.288,-0.013,1.043,6.031,13.153,237.145,Yaw
0.219,-0.085,1.020,11.817,14.214,250.130,Yaw
0.201,-0.108,1.040,26.916,12.328,250.130,Yaw
0.047,-0.110,0.963,33.924,-1.466,250.130,Yaw
0.116,-0.136,1.003,40.023,-21.725,250.130,Yaw
0.141,-0.023,0.993,57.344,2.794,250.130,Yaw
0.125,0.071,0.974,44.809,19.450,250.130,Yaw
0.203,0.030,1.070,34.588,55.954,250.130,Yaw
0.136,0.088,0.948,41.481,22.221,134.802,Yaw
0.155,-0.018,1.031,25.649,22.786,46.374,Yaw
0.096,-0.033,1.026,27.748,26.267,-53.229,Yaw
0.038,0.016,0.962,25.466,11.023,-151.565,Yaw
0.036,0.079,1.036,8.855,17.382,-250.137,Yaw
-0.043,0.036,1.020,-2.252,20.908,-250.137,Yaw
-0.141,0.027,0.975,-9.824,-11.733,-250.137,Yaw
-0.136,0.014,0.962,-18.603,-52.290,-250.137,Yaw
-0.038,0.017,0.935,-28.206,-55.366,-250.137,Yaw
0.029,-0.079,0.962,-20.282,-38.122,-250.137,Yaw
0.032,-0.051,0.946,-8.290,-37.931,-250.137,Yaw
0.253,-0.068,0.983,-29.427,-49.847,-250.137,Yaw
0.235,0.079,0.942,-34.718,-29.840,-175.656,Yaw
0.300,0.140,1.000,-34.031,-17.153,-84.061,Yaw
0.235,0.128,1.069,-34.824,-4.252,20.664,Yaw
0.229,0.046,1.061,-4.397,-20.221,91.977,Yaw
0.275,0.067,1.026,6.542,3.924,180.275,Yaw
0.195,-0.059,1.033,13.344,2.405,250.130,Yaw
0.169,-0.108,1.073,27.420,-6.595,250.130,Yaw
0.078,-0.136,0.984,30.198,3.550,250.130,Yaw
0.076,-0.105,0.986,40.122,-10.863,250.130,Yaw
0.089,-0.080,0.958,51.198,-7.931,250.130,Yaw
0.040,-0.031,1.002,41.344,-15.321,250.130,Yaw
0.064,-0.007,0.970,43.802,-12.191,250.130,Yaw
0.219,0.049,1.039,31.099,13.580,250.130,Yaw
0.182,0.026,0.958,33.328,2.794,175.969,Yaw
0.112,-0.038,1.071,28.725,-9.832,81.786,Yaw
0.163,-0.056,1.054,32.847,-4.962,-28.748,Yaw
0.065,-0.031,0.994,37.473,-9.679,-125.450,Yaw
0.125,0.038,1.036,16.733,19.137,-230.130,Yaw
0.029,0.038,0.998,-1.771,40.748,-250.137,Yaw
-0.022,0.030,0.950,-2.473,50.664,-250.137,Yaw
-0.092,0.047,0.932,-4.710,24.710,-250.137,Yaw
-0.087,0.003,0.954,-2.847,-25.252,-250.137,Yaw
-0.076,-0.009,0.935,2.298,-33.145,-250.137,Yaw
-0.032,-0.008,0.975,-9.290,-26.878,-250.137,Yaw
0.169,-0.045,0.992,-28.260,-23.290,-250.137,Yaw
0.230,0.026,0.966,-29.939,-30.389,-245.802,Yaw
0.178,0.154,1.074,-18.687,-27.939,-154.656,Yaw
0.355,0.220,1.024,-19.260,-11.198,-33.985,Yaw
0.171,0.169,1.101,-6.626,-16.901,78.763,Yaw
0.248,0.020,1.069,5.000,-17.588,167.870,Yaw
0.190,-0.023,1.021,0.969,16.450,250.130,Yaw
0.072,-0.089,1.023,8.214,21.038,250.130,Yaw
0.042,-0.119,0.980,29.748,7.740,250.130,Yaw
-0.053,-0.074,0.952,44.641,-17.420,250.130,Yaw
-0.014,-0.064,0.994,45.748,-25.756,250.130,Yaw
-0.004,0.079,0.990,45.611,-6.160,250.130,Yaw
0.015,0.081,0.989,16.298,1.962,250.130,Yaw
0.074,0.126,1.042,5.023,6.656,250.130,Yaw
-0.012,0.074,1.016,-2.473,36.969,140.267,Yaw
0.123,-0.099,1.022,29.420,-10.511,37.214,Yaw
0.184,-0.023,0.968,49.313,-5.847,-68.397,Yaw
0.136,0.064,0.999,32.908,16.015,-193.008,Yaw
0.050,0.115,1.010,4.885,27.321,-250.137,Yaw
-0.047,0.127,1.004,-13.000,33.275,-250.137,Yaw
-0.140,0.052,0.972,-18.275,23.420,-250.137,Yaw
-0.171,-0.102,0.964,-13.069,-21.565,-250.137,Yaw
-0.096,-0.017,0.974,11.191,-31.809,-250.137,Yaw
-0.057,0.010,1.004,7.840,-43.748,-250.137,Yaw
0.028,0.045,0.963,-2.366,-49.397,-250.137,Yaw
0.228,0.054,0.957,-17.595,-39.641,-250.137,Yaw
0.129,0.195,0.971,-15.046,-39.534,-194.092,Yaw
0.344,0.268,1.007,-39.122,-10.672,-72.794,Yaw
0.183,0.237,1.099,-29.763,-5.817,42.847,Yaw
0.169,0.081,1.024,2.924,-35.176,134.557,Yaw
0.206,0.030,1.023,19.298,-11.084,246.206,Yaw
0.192,-0.069,1.024,18.725,3.412,250.130,Yaw
0.067,-0.123,1.031,33.489,-13.626,250.130,Yaw
-0.057,-0.107,0.957,36.557,-19.710,250.130,Yaw
-0.062,-0.071,0.988,30.573,-34.748,250.130,Yaw
0.012,-0.014,0.979,40.519,-27.588,250.130,Yaw
0.094,0.072,0.990,36.122,-18.847,250.130,Yaw
0.155,0.116,1.036,9.298,4.366,250.130,Yaw
0.088,0.014,0.987,16.130,42.313,216.855,Yaw
0.260,-0.164,1.049,42.214,3.672,94.824,Yaw
0.225,-0.121,0.983,60.595,9.901,-21.344,Yaw
0.148,-0.032,1.037,57.168,11.748,-154.710,Yaw
0.106,0.057,1.034,18.298,22.038,-250.137,Yaw
0.047,0.079,1.013,-21.893,52.802,-250.137,Yaw
-0.154,0.005,0.931,-24.328,64.107,-250.137,Yaw
-0.234,-0.113,0.940,-1.916,18.076,-250.137,Yaw
-0.197,-0.061,0.929,27.519,-19.076,-250.137,Yaw
-0.108,-0.027,0.968,20.321,-31.786,-250.137,Yaw
0.014,-0.004,0.988,8.519,-38.725,-250.137,Yaw
0.167,0.035,0.973,-17.313,-52.534,-250.137,Yaw
0.115,0.144,1.001,-31.481,-26.366,-201.359,Yaw
0.152,0.188,1.052,-21.847,-31.595,-129.611,Yaw
0.319,0.287,1.067,-31.298,-4.443,-1.427,Yaw
0.132,0.187,1.093,-5.489,-29.908,104.542,Yaw
0.181,0.068,1.039,22.756,-34.954,205.718,Yaw
0.196,-0.041,1.037,17.466,4.405,250.130,Yaw
0.031,-0.113,0.968,5.863,2.931,250.130,Yaw
-0.027,-0.174,0.960,22.313,-40.198,250.130,Yaw
-0.051,-0.114,0.945,35.954,-54.725,250.130,Yaw
-0.026,-0.022,0.970,41.649,-44.603,250.130,Yaw
0.096,0.092,1.015,41.221,-28.855,250.130,Yaw
0.218,0.074,1.002,19.557,-1.168,250.130,Yaw
0.370,-0.127,1.042,20.198,53.374,220.107,Yaw
0.219,-0.105,0.952,70.954,25.282,69.779,Yaw
0.129,-0.035,1.022,77.901,13.573,-57.878,Yaw
0.125,0.069,1.030,52.672,21.885,-201.557,Yaw
0.099,0.123,0.984,8.153,57.550,-250.137,Yaw
-0.126,0.089,0.971,-16.740,71.626,-250.137,Yaw
-0.294,-0.182,0.937,-29.015,-5.008,-250.137,Yaw
-0.192,-0.188,0.961,-3.023,-33.153,-250.137,Yaw
-0.049,-0.131,1.014,1.374,-44.450,-250.137,Yaw
0.095,-0.033,0.977,7.626,-48.580,-250.137,Yaw
0.177,0.043,0.983,24.137,-47.756,-250.137,Yaw
0.150,0.176,0.992,3.183,-27.206,-152.405,Yaw
0.042,0.163,1.100,-6.557,-59.313,-78.198,Yaw
0.301,0.349,1.099,-3.779,-8.580,49.237,Yaw
0.241,0.207,1.063,-9.878,-10.550,158.237,Yaw
0.181,0.152,0.991,-21.924,28.611,250.130,Yaw
0.071,0.031,0.942,-32.374,13.290,250.130,Yaw
-0.010,-0.140,0.893,-8.893,-51.198,250.130,Yaw
0.003,-0.170,0.958,42.145,-62.374,250.130,Yaw
0.014,-0.058,0.940,77.160,-44.740,250.130,Yaw
0.031,0.084,0.937,84.397,-18.916,250.130,Yaw
0.187,0.085,1.055,57.351,7.069,250.130,Yaw
-0.021,0.132,1.048,28.069,65.351,250.130,Yaw
0.134,0.071,1.101,32.366,16.336,164.061,Yaw
0.139,-0.069,1.106,34.969,24.443,56.267,Yaw
0.117,-0.087,1.093,43.595,17.198,-56.893,Yaw
0.105,-0.026,1.030,56.168,9.824,-166.328,Yaw
0.049,0.062,1.021,35.473,35.664,-250.137,Yaw
-0.031,0.155,1.006,8.962,60.817,-250.137,Yaw
-0.202,0.139,0.954,3.382,22.710,-250.137,Yaw
-0.270,0.069,0.864,-5.359,-44.733,-250.137,Yaw
