Ax,Ay,Az,Gx,Gy,Gz,Label
0.279,0.408,0.726,-250.137,6.985,38.718,Roll
0.325,0.213,0.794,-250.137,40.908,39.061,Roll
0.312,0.183,0.887,-250.137,34.305,38.924,Roll
0.244,0.036,0.894,-250.137,28.023,17.794,Roll
0.243,-0.148,0.759,-250.137,39.603,-10.985,Roll
0.302,-0.211,0.711,-250.137,80.244,-10.611,Roll
0.211,-0.475,0.707,-250.137,59.298,-0.924,Roll
0.240,-0.812,0.679,-250.137,30.733,-12.359,Roll
0.322,-0.825,0.688,-170.969,-1.534,-9.626,Roll
0.359,-0.807,0.727,-92.397,-16.794,3.878,Roll
0.333,-0.892,0.768,-21.626,-18.748,1.183,Roll
0.281,-0.851,0.746,70.084,-26.328,-8.924,Roll
0.291,-0.785,0.743,142.046,-23.962,-23.748,Roll
0.280,-0.700,0.728,223.115,-33.519,-42.008,Roll
0.342,-0.681,0.693,250.130,-31.435,-49.977,Roll
0.321,-0.483,0.800,250.130,-17.649,-39.122,Roll
0.294,-0.379,0.822,250.130,-58.954,-57.595,Roll
0.293,-0.179,0.689,250.130,-73.916,-75.565,Roll
0.242,0.177,0.599,250.130,-52.794,-86.137,Roll
0.253,0.253,0.667,250.130,-47.878,-109.710,Roll
0.403,0.508,0.765,250.130,-38.947,-156.450,Roll
0.403,0.832,0.516,250.130,13.252,-150.534,Roll
0.410,0.898,0.496,220.763,40.359,-112.031,Roll
0.298,1.025,0.471,157.481,30.489,-77.305,Roll
0.326,1.187,0.456,51.053,36.229,-39.588,Roll
0.362,1.110,0.397,-34.756,32.023,-1.160,Roll
0.299,0.969,0.359,-120.458,15.687,39.740,Roll
0.273,0.831,0.513,-186.809,-0.687,76.962,Roll
0.313,0.738,0.675,-237.275,3.947,113.359,Roll
0.341,0.693,0.765,-250.137,17.351,129.427,Roll
0.249,0.518,0.698,-250.137,31.878,118.282,Roll
0.289,0.363,0.790,-250.137,19.718,97.206,Roll
0.320,0.255,0.901,-250.137,7.427,78.603,Roll
0.316,0.202,0.925,-250.137,26.290,47.863,Roll
0.224,0.098,0.875,-250.137,46.855,10.420,Roll
0.360,-0.116,0.786,-250.137,60.130,0.969,Roll
0.227,-0.402,0.880,-250.137,49.817,-13.748,Roll
0.265,-0.458,0.755,-226.947,-6.382,-27.977,Roll
0.332,-0.588,0.748,-170.008,-9.031,-14.168,Roll
0.318,-0.635,0.815,-118.046,6.511,-9.298,Roll
0.349,-0.739,0.709,-50.489,-14.351,-1.870,Roll
0.348,-0.680,0.791,22.267,-20.718,2.260,Roll
0.310,-0.632,0.864,73.305,-28.832,-11.084,Roll
0.321,-0.664,0.844,126.084,-33.542,-20.550,Roll
0.441,-0.588,0.703,215.718,-24.969,-12.389,Roll
0.371,-0.412,0.801,250.130,-39.504,-14.924,Roll
0.358,-0.369,0.804,250.130,-55.992,-20.427,Roll
0.347,-0.237,0.723,250.130,-66.748,-41.924,Roll
0.363,0.024,0.742,250.130,-81.092,-64.878,Roll
0.355,0.266,0.731,250.130,-77.916,-89.710,Roll
0.423,0.378,0.668,250.130,-48.847,-105.527,Roll
0.432,0.611,0.676,250.130,-15.969,-115.687,Roll
0.507,0.763,0.656,209.985,-4.191,-86.336,Roll
0.536,0.907,0.582,131.786,11.832,-53.832,Roll
0.483,1.002,0.505,44.359,27.908,-20.710,Roll
0.490,0.951,0.504,-73.183,40.649,2.328,Roll
0.482,0.839,0.622,-189.374,54.672,45.015,Roll
0.381,0.656,0.708,-250.137,55.374,72.313,Roll
0.338,0.743,0.768,-250.137,79.969,64.198,Roll
0.265,0.640,0.768,-250.137,107.985,35.176,Roll
0.297,0.382,0.948,-250.137,76.824,4.412,Roll
0.389,0.292,0.814,-250.137,51.061,21.779,Roll
0.296,-0.153,0.590,-250.137,81.122,38.221,Roll
0.201,-0.599,0.616,-229.748,73.298,35.985,Roll
0.177,-0.818,0.633,-90.237,65.008,25.336,Roll
0.174,-0.867,0.635,48.748,-27.908,25.221,Roll
0.100,-0.659,0.540,199.298,-16.053,3.214,Roll
0.201,-0.499,0.505,250.130,-55.878,-6.893,Roll
0.289,0.001,0.645,250.130,-105.015,-21.366,Roll
0.409,0.583,0.874,250.130,-88.855,-29.710,Roll
0.527,0.916,0.988,250.130,-62.603,-4.382,Roll
0.523,0.812,1.138,250.130,-41.069,47.718,Roll
0.443,0.677,1.173,159.473,-22.183,62.748,Roll
0.183,0.577,1.061,-30.137,14.840,45.855,Roll
0.234,0.468,1.017,-189.664,50.183,-21.168,Roll
0.367,0.508,0.987,-250.137,56.863,-31.901,Roll
0.304,0.498,0.963,-250.137,59.168,-29.931,Roll
0.303,0.326,0.879,-250.137,40.733,-28.107,Roll
0.315,0.087,0.953,-250.137,35.649,-9.458,Roll
0.258,0.010,0.976,-250.137,30.015,-0.168,Roll
0.229,-0.148,0.872,-210.534,19.565,-5.237,Roll
0.326,-0.225,0.875,-135.496,31.023,-1.550,Roll
0.108,-0.250,0.791,-63.405,-17.878,-23.282,Roll
0.324,-0.327,0.729,12.443,-55.870,-4.221,Roll
0.319,-0.226,0.833,81.344,-9.466,-11.824,Roll
0.328,-0.161,0.805,97.397,-10.664,-7.947,Roll
0.259,-0.219,0.618,169.863,-9.786,-21.595,Roll
0.335,-0.184,0.626,250.130,-18.267,-17.115,Roll
0.368,0.049,0.818,250.130,-27.092,-5.015,Roll
0.376,0.505,0.900,250.130,-8.221,-0.794,Roll
0.328,0.603,0.857,248.992,-9.542,-18.794,Roll
0.430,0.721,1.142,79.756,25.893,41.313,Roll
0.403,0.477,0.866,-21.198,10.603,57.679,Roll
0.161,0.321,0.837,-69.153,35.679,48.679,Roll
0.148,0.190,0.639,-11.053,30.588,10.344,Roll
0.311,0.247,0.871,89.725,4.420,7.107,Roll
0.445,0.473,1.242,73.214,14.641,42.229,Roll
0.297,0.538,1.326,-80.977,45.099,63.244,Roll
0.107,0.485,1.319,-213.023,74.885,20.244,Roll
0.072,0.345,1.122,-250.137,45.748,-58.863,Roll
0.212,0.108,0.851,-250.137,8.084,-85.901,Roll
0.374,0.171,0.771,-243.840,28.389,-79.740,Roll
0.939,0.173,0.602,-181.870,71.305,1.847,Roll
-0.094,-0.058,1.297,-202.725,45.008,29.641,Roll
0.099,-0.124,1.145,-250.137,-83.053,-10.977,Roll
0.188,-0.138,0.974,-250.137,-156.290,0.855,Roll
0.243,-0.365,0.605,-250.137,-182.153,9.130,Roll
0.296,-0.821,0.358,-226.611,-177.282,10.496,Roll
0.377,-0.800,0.288,-67.298,-145.908,-23.496,Roll
0.381,-0.856,0.079,60.595,-100.168,-48.557,Roll
0.498,-1.227,-0.118,250.130,33.832,-104.473,Roll
0.343,-1.209,0.065,250.130,188.626,-250.137,Roll
0.091,-0.114,0.108,250.130,250.130,-250.137,Roll
0.133,0.425,0.656,250.130,250.130,-250.137,Roll
0.127,1.166,1.071,215.802,250.130,-53.611,Roll
-0.050,0.836,1.457,-172.214,73.595,-16.611,Roll
0.112,0.568,1.469,-250.137,-53.412,12.008,Roll
0.277,0.353,1.397,-250.137,-67.412,73.107,Roll
0.073,0.158,1.254,-250.137,-133.260,37.198,Roll
0.092,-0.023,0.843,-250.137,-221.695,64.870,Roll
0.307,-0.498,0.470,-250.137,-222.359,56.649,Roll
0.523,-0.737,0.391,-250.137,-135.130,80.740,Roll
0.337,-0.254,0.287,-250.137,-117.496,123.198,Roll
0.148,-0.779,0.010,-250.137,-110.962,194.313,Roll
0.378,-1.577,-0.112,-61.031,-115.046,106.389,Roll
0.395,-1.458,-0.298,250.130,4.076,-28.947,Roll
0.258,-1.176,-0.141,250.130,101.908,-127.450,Roll
0.078,-0.920,0.157,250.130,75.656,-174.954,Roll
-0.012,-0.186,0.381,250.130,71.122,-175.038,Roll
0.402,0.222,1.372,250.130,17.924,-116.557,Roll
0.255,0.913,0.725,45.031,-151.099,-112.687,Roll
0.534,1.062,0.858,-250.137,-46.824,20.885,Roll
0.431,0.481,1.251,-250.137,-38.695,65.443,Roll
0.281,0.209,1.029,-250.137,-113.191,28.344,Roll
0.485,-0.161,0.702,-250.137,-207.389,133.420,Roll
0.365,-0.649,0.027,-250.137,-132.389,183.267,Roll
0.361,-0.815,0.044,-250.137,-115.160,172.840,Roll
0.307,-1.111,-0.256,-83.450,-129.015,133.641,Roll
0.448,-1.313,-0.677,236.267,1.893,109.252,Roll
0.248,-1.428,-0.635,250.130,138.840,21.588,Roll
-0.309,-1.092,-0.215,250.130,141.695,-113.206,Roll
-0.136,-0.310,0.496,250.130,87.489,-185.389,Roll
0.052,0.170,1.102,250.130,19.015,-193.748,Roll
0.318,0.740,1.102,250.130,-65.160,-179.687,Roll
0.300,1.088,0.729,-25.092,-54.214,-46.939,Roll
0.380,0.769,1.072,-250.137,31.969,8.061,Roll
0.271,0.695,1.422,-250.137,-19.328,38.160,Roll
0.334,0.219,1.344,-250.137,-84.550,70.298,Roll
0.226,-0.025,0.806,-250.137,-105.901,74.191,Roll
0.135,-0.184,0.345,-250.137,-138.008,96.855,Roll
0.301,-0.844,0.049,-250.137,-139.260,104.328,Roll
0.372,-0.944,-0.095,-250.137,-132.664,64.748,Roll
0.356,-0.719,-0.421,-163.000,-84.885,103.573,Roll
0.065,-1.165,-0.583,-14.298,-66.863,62.893,Roll
0.289,-1.641,-0.753,250.130,28.061,13.863,Roll
0.098,-1.563,-0.609,250.130,56.557,-126.473,Roll
0.133,-0.754,-0.085,250.130,116.405,-206.267,Roll
0.012,-0.442,1.082,250.130,33.542,-189.382,Roll
-0.055,-0.155,0.411,250.130,-91.954,-201.023,Roll
0.263,0.585,0.168,250.130,-26.595,-144.565,Roll
0.371,0.848,0.689,250.130,19.725,-121.015,Roll
0.405,1.150,0.632,-100.641,19.832,-85.985,Roll
0.363,0.813,1.100,-175.962,58.595,-2.557,Roll
0.295,0.668,1.281,-220.794,3.916,-9.458,Roll
0.344,0.983,1.219,-250.137,-41.366,16.237,Roll
0.300,0.973,0.821,-250.137,-78.092,103.870,Roll
0.222,-0.023,0.499,-250.137,-97.733,205.794,Roll
0.262,-0.477,0.509,-250.137,-68.038,136.855,Roll
0.239,-0.412,0.332,-250.137,-102.504,158.878,Roll
0.111,-0.583,-0.127,-250.137,-122.336,192.076,Roll
0.288,-0.995,-0.363,-250.137,-103.779,133.878,Roll
0.179,-0.944,-0.650,-250.137,-122.893,95.450,Roll
0.229,-1.248,-0.983,2.824,-43.076,57.305,Roll
0.179,-1.326,-0.986,250.130,18.145,-14.794,Roll
0.119,-1.417,-0.770,250.130,62.977,-43.427,Roll
0.027,-1.576,-0.409,250.130,99.038,-118.939,Roll
-0.082,-1.162,-0.023,250.130,119.122,-239.275,Roll
-0.137,-0.466,0.279,250.130,88.992,-233.893,Roll
0.122,0.205,0.380,250.130,9.374,-164.740,Roll
0.091,0.404,0.772,250.130,-12.015,-149.832,Roll
0.265,0.959,0.645,250.130,-18.916,-116.992,Roll
0.313,1.116,0.954,-36.756,34.611,-29.656,Roll
0.286,0.707,1.201,-216.504,30.229,11.405,Roll
0.287,0.590,1.295,-250.137,-8.092,22.321,Roll
0.303,0.630,1.095,-250.137,-46.443,69.687,Roll
0.234,0.225,0.767,-250.137,-61.038,124.374,Roll
0.125,-0.140,0.620,-250.137,-77.305,137.351,Roll
0.061,-0.545,0.421,-250.137,-163.031,117.099,Roll
0.211,-0.802,-0.103,-250.137,-180.481,119.168,Roll
0.126,-0.834,-0.337,-250.137,-92.702,107.000,Roll
0.252,-1.050,-0.459,-250.137,-82.809,95.023,Roll
0.160,-1.318,-0.765,-81.916,-91.252,51.275,Roll
0.282,-1.422,-0.869,131.214,14.863,-28.435,Roll
0.278,-1.352,-0.895,250.130,89.763,-72.763,Roll
0.159,-1.158,-0.528,250.130,146.450,-106.382,Roll
-0.025,-0.985,0.249,250.130,138.649,-167.603,Roll
0.080,-0.413,0.293,250.130,146.466,-194.053,Roll
0.063,0.350,0.614,250.130,15.718,-136.695,Roll
0.132,0.464,0.991,250.130,-31.733,-94.840,Roll
0.306,0.851,0.635,224.985,-39.496,-98.855,Roll
0.312,1.199,0.906,-89.252,26.702,-22.885,Roll
0.244,0.814,1.139,-250.137,30.718,71.107,Roll
0.247,0.231,1.144,-250.137,5.710,20.382,Roll
0.304,0.384,1.118,-250.137,-33.855,47.137,Roll
0.258,0.056,0.839,-250.137,-55.893,79.687,Roll
0.133,0.008,0.530,-250.137,-88.595,97.168,Roll
0.178,-0.770,0.514,-250.137,-133.084,111.626,Roll
0.223,-0.793,0.119,-250.137,-149.252,59.405,Roll
0.274,-0.490,-0.280,-250.137,-103.786,104.626,Roll
0.263,-0.951,-0.469,-250.137,-88.427,102.947,Roll
0.123,-1.165,-0.412,-194.420,-64.756,48.901,Roll
0.326,-1.284,-0.900,42.824,-27.412,2.496,Roll
0.337,-1.146,-0.913,250.130,80.359,-31.160,Roll
0.248,-1.260,-0.626,250.130,115.824,-43.168,Roll
0.111,-1.188,-0.208,250.130,143.336,-97.687,Roll
0.168,-0.592,0.146,250.130,197.031,-181.489,Roll
-0.097,0.394,1.265,250.130,86.092,-156.534,Roll
0.152,0.576,0.980,250.130,-64.321,-56.985,Roll
0.192,0.247,0.864,250.130,6.863,-34.847,Roll
0.281,0.646,1.025,86.000,11.298,-77.282,Roll
0.122,1.071,1.159,-155.122,-20.282,5.214,Roll
0.259,0.326,1.123,-250.137,-16.053,74.145,Roll
0.247,-0.017,0.974,-250.137,-32.290,40.092,Roll
0.243,-0.131,0.792,-250.137,-51.748,79.885,Roll
0.213,-0.492,0.697,-250.137,-92.107,88.832,Roll
0.213,-0.468,0.259,-250.137,-114.824,102.473,Roll
0.178,-0.744,0.111,-250.137,-88.466,105.756,Roll
0.228,-0.719,0.054,-250.137,-90.359,131.908,Roll
0.153,-1.163,-0.157,-250.137,-98.473,102.481,Roll
0.081,-1.169,-0.426,-123.122,-63.351,52.901,Roll
0.206,-1.201,-0.480,-38.878,-46.550,19.725,Roll
0.204,-1.457,-0.806,250.130,6.023,-19.992,Roll
0.103,-1.313,-0.567,250.130,83.282,-75.122,Roll
0.073,-1.188,-0.033,250.130,96.069,-134.954,Roll
-0.061,-0.795,0.171,250.130,102.122,-160.069,Roll
-0.105,-0.441,0.465,250.130,107.550,-128.878,Roll
0.066,-0.161,1.119,250.130,6.099,-133.733,Roll
0.170,0.260,0.905,250.130,-74.481,-153.725,Roll
0.264,0.662,0.824,176.634,-31.069,-93.046,Roll
0.288,0.643,1.161,-1.466,-0.153,-50.595,Roll
0.397,0.736,1.241,-148.076,-52.412,-11.748,Roll
0.346,0.491,0.987,-250.137,-62.779,47.534,Roll
0.339,0.168,0.959,-250.137,-40.519,80.145,Roll
0.284,0.108,0.858,-250.137,-72.916,83.214,Roll
0.250,-0.321,0.615,-250.137,-115.702,128.260,Roll
0.185,-0.583,0.297,-250.137,-142.504,119.985,Roll
0.271,-0.760,-0.020,-250.137,-136.328,116.679,Roll
0.304,-0.888,-0.221,-250.137,-108.649,119.580,Roll
0.158,-1.148,-0.541,-164.992,-95.130,74.328,Roll
0.158,-1.305,-0.745,54.550,-15.855,21.954,Roll
0.256,-1.077,-0.640,160.061,14.725,-24.267,Roll
0.224,-1.247,-0.537,250.130,65.985,-31.481,Roll
0.189,-1.321,-0.324,250.130,101.847,-94.275,Roll
0.119,-1.117,-0.086,250.130,152.489,-170.695,Roll
0.149,-0.536,0.379,250.130,250.130,-195.267,Roll
-0.039,0.146,1.096,250.130,30.534,-140.748,Roll
0.318,0.171,0.794,250.130,-28.443,-136.672,Roll
0.296,0.570,0.952,213.389,40.565,-90.893,Roll
0.238,0.776,1.281,-33.527,5.924,-39.710,Roll
0.265,0.545,1.304,-216.550,-90.420,36.931,Roll
0.396,0.088,0.959,-250.137,-51.748,52.374,Roll
0.387,-0.001,0.907,-250.137,-38.198,79.992,Roll
0.355,-0.142,0.849,-250.137,-65.031,92.931,Roll
0.331,-0.365,0.649,-250.137,-98.718,111.099,Roll
0.296,-0.639,0.435,-250.137,-116.366,121.351,Roll
0.277,-0.713,0.214,-250.137,-103.290,105.221,Roll
0.295,-0.780,0.047,-250.137,-97.702,119.519,Roll
0.422,-1.059,-0.161,-250.137,-75.137,80.855,Roll
0.160,-1.067,-0.394,-161.878,-83.679,59.542,Roll
0.286,-1.137,-0.597,-61.115,-44.893,28.092,Roll
0.280,-1.277,-0.707,112.405,14.847,-16.260,Roll
0.274,-1.229,-0.754,250.130,65.771,-60.672,Roll
0.223,-1.101,-0.499,250.130,123.298,-104.702,Roll
0.278,-0.877,-0.127,250.130,177.824,-127.573,Roll
0.021,-0.423,0.502,250.130,172.725,-126.977,Roll
0.070,-0.135,0.958,250.130,60.252,-142.985,Roll
0.218,0.204,0.927,250.130,-11.695,-149.511,Roll
0.260,0.688,0.893,250.130,4.962,-93.817,Roll
0.306,0.754,1.101,11.702,12.473,-22.282,Roll
0.309,0.567,1.253,-179.969,-20.817,46.275,Roll
0.394,0.303,1.092,-250.137,-55.702,70.076,Roll
0.393,-0.022,0.965,-250.137,-50.252,95.924,Roll
0.339,-0.235,0.769,-250.137,-81.053,118.244,Roll
0.246,-0.520,0.554,-250.137,-113.802,111.435,Roll
0.259,-0.735,0.298,-250.137,-130.817,91.206,Roll
0.314,-0.771,0.071,-250.137,-126.466,75.336,Roll
0.328,-0.781,-0.130,-250.137,-98.885,85.924,Roll
0.197,-1.011,-0.497,-180.008,-89.740,69.420,Roll
0.256,-1.415,-0.757,124.969,-23.656,29.641,Roll
0.293,-1.285,-0.877,250.130,21.908,-50.672,Roll
0.193,-1.127,-0.602,250.130,126.824,-121.160,Roll
0.084,-0.712,-0.140,250.130,174.076,-156.740,Roll
-0.001,-0.453,0.968,250.130,135.832,-197.351,Roll
-0.101,0.407,1.092,250.130,2.389,-161.435,Roll
0.408,0.701,0.989,188.809,-39.405,-116.725,Roll
0.388,0.879,1.236,-96.260,29.153,-15.282,Roll
0.219,0.509,1.374,-250.137,-57.870,80.115,Roll
0.443,0.012,1.133,-250.137,-131.038,93.153,Roll
0.472,-0.144,0.721,-250.137,-72.740,104.321,Roll
0.301,-0.334,0.594,-250.137,-109.267,143.962,Roll
0.177,-0.630,0.257,-250.137,-169.099,149.244,Roll
0.246,-0.799,-0.158,-250.137,-190.496,127.656,Roll
0.311,-0.857,-0.461,-250.137,-128.443,120.420,Roll
0.240,-0.792,-0.517,-250.137,-76.817,116.687,Roll
0.411,-1.321,-0.867,-28.626,-47.336,75.603,Roll
0.177,-1.364,-0.999,250.130,12.061,-4.275,Roll
0.102,-1.290,-0.780,250.130,92.588,-101.412,Roll
0.076,-1.089,-0.240,250.130,121.992,-169.450,Roll
0.085,-0.753,0.261,250.130,111.947,-218.305,Roll
0.120,-0.312,0.875,250.130,79.679,-232.809,Roll
-0.048,0.909,1.323,211.618,29.458,-157.626,Roll
0.472,0.668,1.394,-250.137,-63.771,-7.466,Roll
0.366,-0.134,1.018,-250.137,-99.115,66.092,Roll
0.425,-0.512,0.756,-250.137,-135.435,85.305,Roll
0.364,-0.591,0.334,-250.137,-156.389,83.031,Roll
0.330,-0.692,-0.027,-250.137,-142.985,83.237,Roll
0.331,-0.762,-0.353,-250.137,-143.443,80.221,Roll
0.347,-0.819,-0.609,-250.137,-125.237,73.550,Roll
0.411,-1.042,-1.027,38.015,-55.786,47.809,Roll
0.333,-1.253,-1.071,250.130,75.580,23.756,Roll
0.162,-1.359,-0.781,250.130,181.466,-56.145,Roll
0.085,-0.820,-0.221,250.130,171.198,-137.160,Roll
0.141,-0.740,0.494,250.130,198.122,-143.718,Roll
0.263,-0.389,0.954,250.130,102.679,-173.206,Roll
0.243,-0.132,0.879,250.130,113.557,-145.344,Roll
0.203,0.427,1.309,-3.168,-28.527,-64.153,Roll
0.389,0.261,1.240,-250.137,-90.366,-1.450,Roll
0.430,-0.220,1.004,-250.137,-95.733,55.916,Roll
0.429,-0.533,0.790,-250.137,-159.473,61.405,Roll
0.454,-0.612,0.354,-250.137,-210.641,74.031,Roll
0.395,-0.649,0.036,-250.137,-209.137,92.168,Roll
0.376,-0.768,-0.275,-250.137,-212.947,105.565,Roll
0.364,-0.868,-0.748,-186.573,-162.374,74.885,Roll
0.507,-1.185,-0.906,59.237,-44.336,28.947,Roll
0.283,-1.077,-0.893,250.130,72.962,-13.855,Roll
0.333,-1.279,-0.553,250.130,152.183,-79.275,Roll
0.271,-0.899,-0.202,250.130,200.595,-148.275,Roll
0.272,-0.641,0.600,250.130,194.931,-145.053,Roll
0.411,-0.360,1.001,215.473,112.977,-155.076,Roll
0.223,0.164,1.159,0.298,60.992,-95.771,Roll
0.353,0.111,1.203,-239.985,-66.443,18.122,Roll
0.290,-0.292,1.011,-250.137,-189.313,97.237,Roll
0.354,-0.513,0.500,-250.137,-250.137,105.137,Roll
0.426,-0.621,-0.004,-250.137,-250.137,128.450,Roll
0.408,-0.788,-0.330,-250.137,-221.489,141.145,Roll
0.340,-0.839,-0.557,-178.679,-142.977,127.084,Roll
0.267,-1.011,-0.902,29.344,-65.206,84.489,Roll
0.159,-1.041,-0.981,226.740,38.878,23.405,Roll
0.209,-1.297,-0.809,250.130,138.992,-27.603,Roll
0.063,-1.268,-0.536,250.130,181.137,-113.611,Roll
0.086,-0.943,-0.138,250.130,231.580,-199.153,Roll
0.062,-0.547,0.702,250.130,250.130,-191.221,Roll
0.075,-0.156,1.224,250.130,119.229,-173.305,Roll
0.294,0.206,1.304,12.267,16.137,-120.168,Roll
0.312,0.187,1.283,-250.137,-43.412,-20.985,Roll
0.341,-0.276,1.143,-250.137,-137.481,30.824,Roll
0.436,-0.637,0.720,-250.137,-232.519,61.275,Roll
0.394,-0.633,0.265,-250.137,-250.137,67.641,Roll
0.395,-0.639,-0.116,-250.137,-235.176,92.779,Roll
0.394,-0.825,-0.432,-228.702,-171.053,112.641,Roll
0.346,-1.092,-0.734,-17.595,-72.366,66.115,Roll
0.271,-1.090,-0.887,195.473,44.435,-9.771,Roll
0.277,-1.151,-0.707,250.130,146.214,-61.336,Roll
0.180,-1.237,-0.476,250.130,191.275,-126.183,Roll
0.168,-0.655,-0.166,250.130,236.504,-176.351,Roll
0.110,-0.300,0.525,250.130,241.908,-172.389,Roll
0.177,-0.105,1.171,250.130,162.916,-182.229,Roll
0.166,0.757,1.300,250.130,36.992,-147.893,Roll
0.210,0.954,1.288,-106.229,-48.863,11.107,Roll
0.322,0.354,1.338,-250.137,-105.298,91.313,Roll
0.421,-0.204,1.178,-250.137,-140.137,89.412,Roll
0.441,-0.336,0.859,-250.137,-195.008,108.458,Roll
0.365,-0.405,0.425,-250.137,-250.137,139.595,Roll
0.454,-0.805,-0.033,-250.137,-207.908,146.725,Roll
0.387,-0.862,-0.270,-250.137,-169.305,138.733,Roll
0.320,-0.993,-0.413,-130.015,-119.145,96.855,Roll
0.399,-1.163,-0.531,63.908,-46.328,63.695,Roll
0.323,-1.241,-0.601,250.130,65.595,-7.053,Roll
0.166,-1.181,-0.257,250.130,144.023,-87.107,Roll
0.178,-0.934,-0.016,250.130,157.107,-152.626,Roll
0.221,-0.677,0.322,250.130,187.519,-162.496,Roll
0.111,-0.373,0.507,250.130,158.313,-195.275,Roll
0.206,0.090,0.735,250.130,140.450,-191.000,Roll
0.228,0.551,1.259,250.130,53.412,-157.511,Roll
0.227,0.827,1.097,63.580,-33.290,-77.573,Roll
0.278,0.743,1.221,-183.061,-30.504,-23.405,Roll
0.294,0.413,1.304,-250.137,-72.183,-4.382,Roll
0.427,0.137,1.210,-250.137,-156.611,17.992,Roll
0.354,0.174,0.863,-250.137,-239.832,108.489,Roll
0.412,-0.390,0.430,-250.137,-225.939,150.534,Roll
0.467,-0.701,0.252,-250.137,-208.069,155.893,Roll
0.453,-0.761,0.114,-250.137,-178.061,109.611,Roll
0.418,-0.833,-0.091,-141.786,-161.779,119.771,Roll
0.624,-1.093,-0.418,72.611,-41.374,113.282,Roll
0.535,-1.316,-0.427,250.130,130.939,37.580,Roll
0.221,-1.231,0.050,250.130,213.580,-80.191,Roll
0.021,-0.742,0.256,250.130,140.359,-190.695,Roll
0.241,-0.444,0.134,250.130,145.405,-182.603,Roll
0.185,-0.160,0.626,250.130,227.603,-172.603,Roll
0.178,0.264,1.116,250.130,134.397,-174.634,Roll
0.135,0.885,1.167,203.542,13.008,-121.817,Roll
0.217,0.965,1.127,-67.321,-30.855,-9.061,Roll
0.219,0.487,1.236,-250.137,-42.550,40.305,Roll
0.211,0.232,1.284,-250.137,-111.069,17.374,Roll
0.365,-0.004,1.079,-250.137,-179.275,54.702,Roll
0.366,-0.146,0.674,-250.137,-200.809,90.756,Roll
0.359,-0.434,0.484,-250.137,-222.023,146.466,Roll
0.404,-0.710,0.214,-250.137,-241.282,159.305,Roll
0.533,-0.638,0.013,-250.137,-214.305,173.817,Roll
0.358,-1.021,-0.204,-185.718,-119.351,199.084,Roll
0.440,-1.424,-0.274,74.580,-22.397,97.366,Roll
0.253,-1.249,-0.345,250.130,39.901,-16.824,Roll
0.262,-1.121,-0.196,250.130,110.496,-75.099,Roll
0.187,-1.164,0.030,250.130,132.718,-134.473,Roll
0.153,-0.862,-0.011,250.130,140.595,-209.099,Roll
0.184,-0.318,0.180,250.130,192.870,-234.634,Roll
0.188,0.124,0.837,250.130,189.969,-205.473,Roll
0.135,0.459,1.206,250.130,87.840,-163.695,Roll
0.214,0.691,1.093,222.870,0.794,-105.466,Roll
0.300,0.887,1.148,18.664,-9.687,-24.328,Roll
0.223,0.826,1.245,-229.565,-45.702,45.992,Roll
0.216,0.431,1.204,-250.137,-122.595,107.305,Roll
0.323,-0.023,0.956,-250.137,-192.153,128.924,Roll
0.303,-0.193,0.571,-250.137,-220.244,149.603,Roll
0.350,-0.483,0.328,-250.137,-212.374,193.687,Roll
0.367,-0.717,0.137,-250.137,-203.275,213.901,Roll
0.668,-0.992,0.066,-250.137,-140.244,236.305,Roll
0.310,-1.396,-0.125,-27.832,-82.344,184.771,Roll
0.331,-1.474,-0.262,243.855,11.359,24.740,Roll
0.247,-1.197,-0.045,250.130,91.069,-54.511,Roll
0.091,-1.077,0.228,250.130,107.832,-132.588,Roll
0.215,-1.010,0.218,250.130,107.985,-207.053,Roll
0.197,-0.748,0.214,250.130,159.779,-250.137,Roll
0.091,-0.302,0.302,250.130,213.275,-250.137,Roll
0.091,0.366,0.893,250.130,201.840,-250.137,Roll
0.063,0.724,1.137,250.130,94.519,-170.435,Roll
0.148,0.692,0.947,193.908,25.015,-77.084,Roll
0.174,0.564,0.957,119.832,43.504,-54.550,Roll
0.216,0.640,1.219,26.969,23.687,-22.115,Roll
0.170,0.532,1.173,-48.916,-31.435,0.412,Roll
0.275,0.375,1.017,-49.160,-41.344,18.679,Roll
0.290,0.394,1.036,-78.924,-31.344,45.489,Roll
0.244,0.387,1.036,-163.725,-57.534,80.260,Roll
0.287,0.357,1.032,-250.137,-91.427,131.847,Roll
0.214,0.050,0.883,-250.137,-116.107,169.527,Roll
0.238,-0.232,0.735,-250.137,-132.244,160.366,Roll
0.235,-0.295,0.707,-250.137,-134.748,149.511,Roll
0.268,-0.540,0.608,-250.137,-157.198,150.420,Roll
0.546,-0.804,0.478,-209.855,-134.687,122.053,Roll
0.424,-0.847,0.289,-120.740,-73.397,93.908,Roll
0.452,-0.887,0.399,-69.542,-39.779,68.221,Roll
0.432,-0.951,0.422,-23.634,-28.053,35.267,Roll
0.466,-0.944,0.361,35.710,8.786,-4.427,Roll
0.436,-0.933,0.309,111.160,55.076,-22.443,Roll
0.478,-1.105,0.434,228.656,97.214,-56.649,Roll
0.398,-0.967,0.495,250.130,136.847,-112.924,Roll
0.177,-0.530,0.499,250.130,133.267,-151.771,Roll
0.053,-0.256,0.617,250.130,123.061,-184.977,Roll
